word,complexity_level
сайт,A2
сутек,A2
жұртшылық,B1
күшік,A2
құнды,A2
нашарлау,B1
ақын-жазушы,B2
бәсекелестік,B2
дағдарыс,B1
шығын,A2
мінез-құлық,B2
тепе-теңдік,B2
бал,A1
көшбасшы,B1
мәңгілік,B1
саз,A1
арна,A2
әдепті,A2
қарындаш,B1
қателік,B1
формула,B1
заңнама,B1
модельдеу,B1
нақтылау,B1
шалу,A2
арыз,A2
бұрылу,A2
ұйғыр,A2
налу,A2
әуен,A2
геометриялық,B2
жасақ,A2
қылмыстық,B1
ортақтас,B1
ұшыру,A2
бұлт,A2
қалану,A2
мәлім,A2
отандық,B1
іскер,A2
өзекті,A2
парақ,A2
ата-баба,B1
әке-шеше,B1
батыл,A2
есептелу,B1
тәрбие-өнеге,B2
ақындық,B1
аспап,A2
дүниежүзілік,B2
еркіндік,B1
көшпелі,B1
оксид,A2
оралма,A2
сонша,A2
тоғыз,A2
сынау,A2
талант,A2
ұжымдық,B1
екпін,A2
конференция,B2
қорғаушы,B1
сайыс,A2
ту,A1
уағыз,A2
арба,A2
дәлел,A2
құттықтау,B1
дәм,A1
егу,A1
тың,A1
кепілдік,B1
сирек,A2
электрондық,B2
жұмсалу,B1
көну,A2
қозы,A2
шешен,A2
армия,A2
жайлау,A2
қатер,A2
қол-аяқ,B1
қыркүйек,B1
абырой,A2
редакция,B1
төсек,A2
іші-сырты,B1
агенттік,B1
күтім,A2
фигура,A2
күкірт,A2
түйін,A2
шалдығу,B1
ақпан,A2
шыдау,A2
ауылшаруашылық,C1
кәсіптік,B1
мәңгі,A2
салт-дәстүр,B2
тапсырыс,B1
жаңғырту,B1
қайық,A2
наразылық,B1
түзету,A2
үнемі,A2
киім-кешек,B2
лингвистика,B2
танымдық,B1
қадірлеу,B1
жеткілікті,B2
қарын,A2
сапалы,A2
соншалық,B1
балама,A2
корпус,A2
механизм,B1
бірде,A2
күрсіну,B1
қора,A2
орынбасар,B1
сый,A1
жұлу,A2
кіргізу,B1
этнос,A2
ғажайып,B1
қайнау,A2
мақал,A2
ми,A1
міндеттеме,B2
уәде,A2
жыныс,A2
күбір,A2
неғұрлым,B1
сонау,A2
қарсылық,B1
құрметтеу,B1
музыкалық,B1
ренжу,A2
анықталу,B1
бәрібір,B1
бейнелеу,B1
жырау,A2
қап,A1
қарлығаш,B1
ниет,A2
сүйіспеншілік,C1
ғажап,A2
күндіз,A2
ұшақ,A2
колледж,B1
ақыру,A2
әдеп,A2
жекелеу,B1
өрт,A1
береке,A2
ерік,A2
өндірістік,B2
адасу,A2
жеңілу,A2
зиян,A2
конкурс,B1
салалық,B1
ірге,A2
бейбіт,A2
белгісіз,B1
жырлау,A2
қайыру,A2
мазақ,A2
бірқанша,B1
жалдау,A2
жасырын,B1
өркениет,B1
тұщы,A2
керекті,B1
лайық,A2
өткір,A2
сырт,A2
мейрамхана,B2
сигнал,A2
шырақ,A2
ағыс,A2
жаңағы,A2
номенклатура,B2
тар,A1
жұму,A2
мақтану,B1
педагог,B1
сақшы,A2
сыбайлас,B1
шенеунік,B1
жан-жақ,B1
тұтқын,A2
компонент,B1
аулау,A2
ведомство,B1
доктор,A2
келтірілу,B1
тегі,A2
хабарлама,B1
бақ,A1
қайтадан,B1
полицей,B1
түгіл,A2
жүйелі,A2
кей,A1
растау,A2
бұзау,A2
жалақы,A2
жекешелендіру,C1
уәкілеттік,B2
шағым,A2
шектелу,B1
ағын,A2
жартылай,B1
уәкілетті,B1
жиналыс,B1
қалыңдық,B1
мейрам,A2
тексеру,B1
аңсау,A2
бекер,A2
интонация,B1
қазақша,B1
бойлау,A2
дүниежүзі,B1
шектеу,A2
әділдік,B1
жарқырау,B1
немене,A2
траектория,B2
аурухана,B1
жаяу,A2
иелену,A2
таудай,A2
үйлену,A2
әуе,A1
жымию,A2
табын,A2
жайылу,A2
көлеңке,B1
қарату,A2
бірқатар,B1
жақсарту,B1
қорқыту,B1
цифр,A2
ассамблея,B1
ел-жұрт,B1
жүн,A1
қатын,A2
спортшы,B1
ажар,A2
қыран,A2
сүйеу,A2
жай,A1
кешегі,A2
көмекші,B1
тіркеу,A2
боран,A2
қойшы,A2
әдейі,A2
әртіс,A2
қаптау,A2
суыру,A2
фабрика,B1
экспорт,B1
жұмыртқа,B1
мүлдем,A2
прокуратура,B2
тамыз,A2
атылу,A2
әрекеттесу,B2
кенет,A2
сынды,A2
тыныштық,B1
астық,A2
беттеу,A2
турист,A2
үзілу,A2
іс-шара,B1
сәби,A2
азаматтық,B1
аймақтық,B1
болжам,A2
дана,A2
жолаушы,B1
мүсін,A2
ұлыс,A2
етік,A2
кілем,A2
қарауы,A2
тетік,A2
тоқу,A2
мұң,A1
тәңір,A2
биылғы,A2
қалалық,B1
тұту,A2
байланыстыру,B2
валюта,A2
жалпы,A2
нөл,A1
шөл,A1
шығарылу,B1
болжау,A2
грек,A2
жанында,B1
суу,A1
үндеу,A2
алма,A2
жайлы,A2
жедел,A2
жетілу,A2
орбита,A2
салтанат,B1
қалпақ,A2
қысқарту,B1
аш,A1
қарға,A2
саяхат,A2
тергеуші,B1
тұрғызу,B1
басымдық,B1
жабысу,A2
кедей,A2
күлкі,A2
қазба,A2
пышақ,A2
темекі,A2
тою,A1
шексіз,A2
ауылдық,B1
қаз,A1
тілді,A2
Алла,A2
әлдеқайда,B1
дауысты,B1
жастық,A2
сома,A2
сұлулық,B1
шартты,A2
шұғыл,A2
бау,A1
қайраткер,B1
қысқаша,B1
әдет-ғұрып,B2
жәрдем,A2
арнаулы,B1
кәрі,A2
көке,A2
автобус,B1
алақан,A2
дүниетаным,B2
кабинет,B1
қане,A2
объекті,B1
түс,A1
ушығу,A2
шежіре,A2
бай,A1
қаржылану,B1
лайықты,B1
озық,A2
орама,A2
кінәлі,A2
ықылас,A2
асхана,A2
киіну,A2
әлеуметтік-этностық,C1
кепіл,A2
көк,A1
тазалық,B1
тату,A2
тәрбиеші,B1
біресе,A2
қиял,A2
тойлау,A2
жасөспірім,B2
орындаушы,B1
тілдеу,A2
лексикалану,B2
ресейлік,B1
баяндама,B1
дана,A2
жасыл,A2
кідіру,A2
батыр,A2
иеленуші,B1
қам,A1
миллиард,B1
ағай,A2
соғысу,A2
сұмдық,A2
ынталандыру,B2
газет-журнал,B2
еркек,A2
жем,A1
кино,A2
құрылтай,B1
радио,A2
сақтану,B1
ұрлау,A2
аты-жөні,B1
революция,B1
тағу,A2
кооператив,B2
қарақшы,B1
бедер,A2
көшірме,B1
моңғол,A2
отырыс,A2
шырша,A2
қыз-қырқын,B2
тал,A1
қорғаныс,B1
редактор,B1
тазалау,B1
теңеу,A2
түпнұсқа,B1
инвестор,B1
нәзік,A2
актив,A2
әшкере,A2
бітім,A2
қызық,A2
тәуелді,B1
социалистік,B2
ыдырау,A2
бояу,A2
жақсару,B1
кек,A1
сабыр,A2
ақыры,A2
алтын-күміс,B2
борыш,A2
пәтер,A2
аппақ,A2
әрдайым,B1
қымыз,A2
сандық,A2
алқап,A2
егін,A2
еден,A2
өртеу,A2
ай,A1
әуел,A2
баулу,A2
ген,A1
қырық,A2
шайқас,A2
шам,A1
ажал,A2
емдеу,A2
есімдік,B1
жығылу,A2
тезірек,B1
арыстан,B1
ауқымды,B1
жерлес,A2
онша,A2
тарту,A2
тәтті,A2
тәулік,A2
қаралау,B1
құл,A1
сою,A1
ұқсастық,B1
үңгір,A2
шеп,A1
бәйге,A2
келіншек,B1
міндеттеу,B1
психологиялық,C1
пісу,A2
тірлік,A2
үй-жай,A2
шағым-арыз,B2
ядро,A2
айғақ,A2
жала,A2
жолдау,A2
мұқият,A2
рас,A1
таңғалу,B1
жоқтық,A2
игілік,A2
кейбіреу,B1
концепт,B1
қария,A2
акция,A2
жеру,A2
мақтаныш,B1
саналы,A2
сатылу,A2
табыну,A2
қайрау,A2
өрлеу,A2
тарихшы,B1
хабарласу,B1
актер,A2
дұшпан,A2
қола,A2
сіңу,A2
телеарна,B1
айқындалу,B1
есек,A2
бақша,A2
білік,A2
жазбаша,B1
көгөніс,B1
қуыршақ,B1
құбыр,A2
олимп,A2
парыз,A2
рақат,A2
генарал,B1
жіңішке,B1
қыр,A1
байқау,A2
күзет,A2
бейнелену,B1
ботақан,B1
армандау,B1
бағдар,A2
күмән,A2
ғашық,A2
кілт,A2
қалыпты,B1
құрбан,A2
форум,A2
іс-қимыл,B1
автокөлік,B1
биология,B1
бірізділік,B2
жарасу,A2
зона,A2
қамтылу,B1
талантты,B1
аумақтық,B1
кәдімгі,B1
қатал,A2
қорлау,A2
құдірет,B1
әдістеме,B1
жұмсақ,A2
климат,A2
қаламгер,B1
қылыш,A2
өсек,A2
салқын,A2
әне,A1
парсы,A2
тон,A1
шақырым,B1
жеңілдік,B1
қайшылық,B1
қату,A2
сұр,A1
бұзауқан,B1
жота,A2
айна,A2
арақ,A2
консулдық,B1
теміржол,B1
ашулану,B1
ылғи,A2
елестету,B1
кесілу,A2
қошақан,B1
грамматика,B2
тағайындалу,B2
тыныш,A2
жарлық,A2
заңсыз,A2
инфрақұрылым,B2
кешенді,B1
құзыреттілік,B2
мұрт,A2
өкілдік,B1
съезд,A2
тақ,A1
ізденімпаз,B2
қару-жарақ,B2
арзан,A2
бағалану,B1
инновациялық,B2
нормативтік,B2
прокурор,B1
ұлтаралық,B1
іліну,A2
маңай,A2
найза,A2
шаң,A1
қант,A2
соққы,A2
туған,A2
дем,A1
қаһарман,B1
құлын,A2
топтасу,B1
ыңғай,A2
жоспарлану,B2
жұрнақ,A2
күдік,A2
құмар,A2
молекулалық,B2
азық,A2
алдыңғы,B1
болат,A2
ғұмыр,A2
премьер-министр,C1
ант,A1
жетелеу,B1
қоқан,A2
марапаттау,B2
полимерлену,B2
таласу,A2
текше,A2
шамасында,B1
жеткізілу,B1
кесінді,B1
көрік,A2
қанағаттандыру,C1
қызметтік,B1
сипау,A2
адвокат,B1
аулақ,A2
еуропалық,B1
жазық,A2
инвестициялық,C1
қолғап,A2
өтелу,A2
жемқорлық,B1
өркендеу,B1
қызықтыру,B1
қыпшақ,A2
лагерь,A2
орамал,A2
талас,A2
экологиялық,B2
коммунист,B1
өтінім,A2
тасқын,A2
қиыншылық,B1
қорған,A2
қысқы,A2
мәз,A1
теңдік,A2
байыту,A2
дамушы,A2
күзету,A2
таңдану,B1
ащы,A1
жарнама,B1
жемісті,B1
тор,A1
егемендік,B1
жүлде,A2
кеңсе,A2
орманды,B1
әмір,A2
қорқыныш,B1
мешіт,A2
сән,A1
сілтеу,A2
тиімділік,B1
тоғай,A2
басқарушы,B1
дәмді,A2
көш,A1
құрлық,A2
даңқ,A2
жаза,A2
келі,A2
көкірек,B1
отар,A2
пәрмен,A2
таусылу,B1
фестиваль,B1
амандасу,B1
бүтін,A2
көбелек,B1
қалжың,A2
Құран,A2
ағартушы,B1
арқан,A2
жүктелу,B1
қаралу,A2
мәнерлеу,B1
сауалнама,B1
аққу,A2
әсем,A2
бәйтерек,B1
иелік,A2
сауатты,B1
іріктеу,B1
бұндай,A2
ерту,A2
игі,A1
қадір,A2
қыру,A2
сап,A1
тармақша,B1
тиесілі,B1
атану,A2
концерт,B1
түзу,A2
ұлтшыл,A2
ін,A1
санат,A2
түтін,A2
анықтама,B1
арқалау,B1
белгілету,B1
мәслихат,B1
өкілеттік,B1
талқылану,B1
тамақтану,B1
тұзақ,A2
құрақ,A2
дыбыс-әріп,B2
еткізу,A2
зерттелу,B1
категория,B1
ағза,A2
арқау,A2
кір,A1
қаржыландыру,B2
ұйымдастырушы,C1
шақырту,B1
келіссөз,B1
қашықтық,B1
үңілу,A2
шоғырлану,B1
экспедиция,B2
эстетикалық,B2
архив,A2
бюджеттік,B1
жаңару,A2
жарғы,A2
қасірет,B1
өзек,A2
өкпе,A2
пойыз,A2
сүрту,A2
сынақ,A2
ұран,A2
ілім,A2
бұлбұл,A2
құзырет,B1
солу,A2
ырғақ,A2
ақырын,A2
ардагер,B1
заманғы,B1
қамау,A2
төстік,A2
ересек,A2
жағдаят,B1
қуатты,A2
таяу,A2
әдептілік,B1
жарым,A2
мейлі,A2
семинар,B1
ай,A1
айыптау,B1
жазалау,B1
жайылым,B1
иман,A2
позиция,B1
саябақ,A2
ғаламшар,B1
жабайы,A2
қазу,A2
құтты,A2
өсиет,A2
науқан,A2
өгіз,A2
жалыну,A2
құрбы,A2
қылмыстық-атқарушылық,C1
өшу,A1
полиция,B1
практика,B1
сақал,A2
функция,B1
аңғар,A2
арылу,A2
өгізше,A2
өкіну,A2
корпорация,B2
космос,A2
қазы,A2
сыбырлау,B1
ұйымдастыру-бақылауу,C1
хаттама,B1
абзал,A2
метафора,B1
өзгешелік,B1
саралау,B1
аңғару,A2
егіз,A2
жылыну,A2
инвестиция,B2
пеш,A1
салыстырмалы,B2
түстік,A2
шумақ,A2
айтыс,A2
жасырыну,B1
зардап,A2
шіркін,A2
әзілдесу,B1
әулет,A2
дерт,A2
қолөнер,B1
өкілет,A2
тұжырымдама,B2
тұтыну,A2
ұш,A1
бөгде,A2
заманауи,B1
кешірім,B1
кінә,A2
қою,A1
нұсқау,A2
пікірінше,B1
аңшы,A2
жағымсыз,B1
күю,A1
орындық,B1
серіктестік,B2
географиялық,B2
қайшы,A2
тасбақа,B1
бағындыру,B1
еріксіз,B1
мұнан,A2
ағаш-бұта,B1
барлау,A2
даналық,B1
жағымды,B1
жасар,A2
идеология,B1
калий,A2
көңілді,B1
күнә,A2
күнтізбелік,B2
шу,A1
көпір,A2
мәрте,A2
билет,A2
болдыру,B1
дарын,A2
елші,A2
сызу,A2
таптау,A2
түйме,A2
пысықтау,B1
үйрек,A2
жалт,A2
материалдық,B2
отын,A2
тәркілеу,B1
экология,B1
велосипед,B1
дастан,A2
жаңаша,A2
молярлық,B1
повесть,B1
созылу,A2
гауһар,A2
дауыстау,B1
инвестициялау,C1
кірпіш,A2
қарасу,A2
қырғын,A2
синтаксистік,B2
тұрлаулылық,B2
түлек,A2
аштық,A2
ескерілу,B1
көлденең,B1
нақыл,A2
технологиялық,C1
аңду,A2
құйылу,A2
құмырсқа,B1
сона,A2
тап,A1
киік,A2
қоржын,A2
сотталу,B1
тығылу,A2
ұстату,A2
шошу,A2
экран,A2
ағымдағы,B1
есінеу,A2
кешкі,A2
коммуникация,B2
қойылым,B1
қош,A1
ономастика,B2
полимер,B1
сырттан,B1
бірде,A2
қолдан,A2
құрметті,B1
қыздыру,B1
рәсімдеу,B1
тәрбиелік,B1
ұста,A2
чемпион,B1
аула,A2
жалғау,A2
индекс,A2
көму,A2
қайталау,B1
қалпында,B1
орай,A2
осылайша,B1
сүйреу,A2
үкім,A2
ілгері-кейін,B2
әлсіреу,B1
саясаткер,B1
ұту,A1
үйірме,A2
үстемдік,B1
баспана,B1
мерейтой,B1
сараптау,B1
символ,A2
тамшы,A2
тасталу,B1
тасымал,B1
шыны,A2
баяу,A2
кезу,A2
қателесу,B1
құда,A2
сәтті,A2
сипатталу,B1
үйлестіру,B1
цирк,A2
шешендік,B1
жанашыр,B1
жаулау,A2
жинақталу,B1
оқымысты,B1
педагогика,B2
айдай,A2
бөлеу,A2
бітеу,A2
жауын,A2
кәне,A2
классик,B1
клетка,A2
сыю,A1
түскі,A2
киелі,A2
меніңше,B1
оқтау,A2
онда,A2
статистика,B2
тыңдаушы,B1
экономикалық-әлеуметтік,C1
электролит,B2
жексенбі,B1
кемінде,B1
өсім,A2
режиссер,B1
сәулет,A2
тоқсан,A2
ақсақ,A2
естелік,B1
заңгер,A2
капитан,B1
қолжазба,B1
пьеса,A2
тер,A1
тиын,A2
айну,A2
байырғы,B1
бапкер,A2
босау,A2
қуыс,A2
негр,A2
тай,A1
туылу,A2
түсіндірме,B2
функциялық,B2
қарсылас,B1
ұқыпты,A2
даусыз,A2
кандидат,B1
кедей,A2
лицензия,B1
мағыналық,B1
сірә,A2
анар,A2
ғалам,A2
емтихан,B1
жанасу,A2
қима,A2
мониторинг,B2
ойшыл,A2
ошақ,A2
шошқа,A2
іздену,A2
кешенді-географиялық,C1
қисын,A2
өлтірілу,B1
шерту,A2
бақытты,B1
бейшара,B1
жақында,B1
жығу,A2
